"","x","fit1","fit3"
"2111",-2.89,-5.87881398128916,6.06093903060327
"2112",-2.889,-5.8712250447242,6.06018600160717
"2113",-2.888,-5.86363610815924,6.05942732022341
"2114",-2.887,-5.85604717159428,6.05866299009569
"2115",-2.886,-5.84845823502932,6.05789301486772
"2116",-2.885,-5.84086929846435,6.05711739818319
"2117",-2.884,-5.83328036189939,6.05633614368583
"2118",-2.883,-5.82569142533443,6.05554925501932
"2119",-2.882,-5.81810248876947,6.05475673582739
"2120",-2.881,-5.81051355220451,6.05395858975372
"2121",-2.88,-5.80292461563955,6.05315482044204
"2122",-2.879,-5.79533567907459,6.05234543153603
"2123",-2.878,-5.78774674250963,6.05153042667941
"2124",-2.877,-5.78015780594466,6.05070980951588
"2125",-2.876,-5.7725688693797,6.04988358368915
"2126",-2.875,-5.76497993281474,6.04905175284291
"2127",-2.874,-5.75739099624978,6.04821432062089
"2128",-2.873,-5.74980205968482,6.04737129066678
"2129",-2.872,-5.74221312311986,6.04652266662428
"2130",-2.871,-5.7346241865549,6.04566845213711
"2131",-2.87,-5.72703524998994,6.04480865084896
"2132",-2.869,-5.71944631342497,6.04394326640354
"2133",-2.868,-5.71185737686001,6.04307230244456
"2134",-2.867,-5.70426844029505,6.04219576261572
"2135",-2.866,-5.69667950373009,6.04131365056072
"2136",-2.865,-5.68909056716513,6.04042596992328
"2137",-2.864,-5.68150163060017,6.03953272434709
"2138",-2.863,-5.67391269403521,6.03863391747587
"2139",-2.862,-5.66632375747024,6.03772955295331
"2140",-2.861,-5.65873482090528,6.03681963442312
"2141",-2.86,-5.65114588434032,6.035904165529
"2142",-2.859,-5.64355694777536,6.03498314991468
"2143",-2.858,-5.6359680112104,6.03405659122383
"2144",-2.857,-5.62837907464543,6.03312449310017
"2145",-2.856,-5.62079013808048,6.03218685918742
"2146",-2.855,-5.61320120151552,6.03124369312926
"2147",-2.854,-5.60561226495055,6.03029499856941
"2148",-2.853,-5.59802332838559,6.02934077915156
"2149",-2.852,-5.59043439182063,6.02838103851944
"2150",-2.851,-5.58284545525567,6.02741578031674
"2151",-2.85,-5.57525651869071,6.02644500818715
"2152",-2.849,-5.56766758212574,6.02546872577441
"2153",-2.848,-5.56007864556078,6.0244869367222
"2154",-2.847,-5.55248970899583,6.02349964467422
"2155",-2.846,-5.54490077243086,6.0225068532742
"2156",-2.845,-5.5373118358659,6.02150856616582
"2157",-2.844,-5.52972289930094,6.0205047869928
"2158",-2.843,-5.52213396273598,6.01949551939884
"2159",-2.842,-5.51454502617102,6.01848076702765
"2160",-2.841,-5.50695608960605,6.01746053352293
"2161",-2.84,-5.49936715304109,6.01643482252838
"2162",-2.839,-5.49177821647613,6.01540363768771
"2163",-2.838,-5.48418927991117,6.01436698264463
"2164",-2.837,-5.47660034334621,6.01332486104284
"2165",-2.836,-5.46901140678125,6.01227727652604
"2166",-2.835,-5.46142247021629,6.01122423273794
"2167",-2.834,-5.45383353365133,6.01016573332226
"2168",-2.833,-5.44624459708636,6.00910178192267
"2169",-2.832,-5.4386556605214,6.00803238218291
"2170",-2.831,-5.43106672395644,6.00695753774667
"2171",-2.83,-5.42347778739148,6.00587725225764
"2172",-2.829,-5.41588885082652,6.00479152935955
"2173",-2.828,-5.40829991426156,6.0037003726961
"2174",-2.827,-5.4007109776966,6.00260378591099
"2175",-2.826,-5.39312204113164,6.00150177264792
"2176",-2.825,-5.38553310456667,6.0003943365506
"2177",-2.824,-5.37794416800171,5.99928148126274
"2178",-2.823,-5.37035523143675,5.99816321042803
"2179",-2.822,-5.36276629487179,5.99703952769019
"2180",-2.821,-5.35517735830683,5.99591043669292
"2181",-2.82,-5.34758842174187,5.99477594107993
"2182",-2.819,-5.33999948517691,5.99363604449492
"2183",-2.818,-5.33241054861195,5.99249075058159
"2184",-2.817,-5.32482161204699,5.99134006298365
"2185",-2.816,-5.31723267548202,5.9901839853448
"2186",-2.815,-5.30964373891706,5.98902252130876
"2187",-2.814,-5.3020548023521,5.98785567451922
"2188",-2.813,-5.29446586578714,5.98668344861989
"2189",-2.812,-5.28687692922217,5.98550584725447
"2190",-2.811,-5.27928799265722,5.98432287406668
"2191",-2.81,-5.27169905609226,5.9831345327002
"2192",-2.809,-5.2641101195273,5.98194082679877
"2193",-2.808,-5.25652118296233,5.98074176000606
"2194",-2.807,-5.24893224639737,5.97953733596579
"2195",-2.806,-5.24134330983241,5.97832755832167
"2196",-2.805,-5.23375437326745,5.97711243071739
"2197",-2.804,-5.22616543670248,5.97589195679668
"2198",-2.803,-5.21857650013752,5.97466614020322
"2199",-2.802,-5.21098756357257,5.97343498458072
"2200",-2.801,-5.2033986270076,5.9721984935729
"2201",-2.8,-5.19580969044264,5.97095667082345
"2202",-2.799,-5.18822075387768,5.96970951997607
"2203",-2.798,-5.18063181731272,5.96845704467449
"2204",-2.797,-5.17304288074776,5.96719924856239
"2205",-2.796,-5.16545394418279,5.96593613528349
"2206",-2.795,-5.15786500761783,5.96466770848148
"2207",-2.794,-5.15027607105287,5.96339397180008
"2208",-2.793,-5.14268713448791,5.96211492888299
"2209",-2.792,-5.13509819792295,5.96083058337391
"2210",-2.791,-5.12750926135799,5.95954093891656
"2211",-2.79,-5.11992032479303,5.95824599915462
"2212",-2.789,-5.11233138822807,5.95694576773182
"2213",-2.788,-5.1047424516631,5.95564024829185
"2214",-2.787,-5.09715351509814,5.95432944447842
"2215",-2.786,-5.08956457853318,5.95301335993523
"2216",-2.785,-5.08197564196822,5.95169199830599
"2217",-2.784,-5.07438670540326,5.95036536323441
"2218",-2.783,-5.0667977688383,5.94903345836418
"2219",-2.782,-5.05920883227334,5.94769628733902
"2220",-2.781,-5.05161989570838,5.94635385380262
"2221",-2.78,-5.04403095914341,5.94500616139871
"2222",-2.779,-5.03644202257845,5.94365321377097
"2223",-2.778,-5.02885308601349,5.94229501456311
"2224",-2.777,-5.02126414944853,5.94093156741884
"2225",-2.776,-5.01367521288357,5.93956287598187
"2226",-2.775,-5.00608627631861,5.93818894389589
"2227",-2.774,-4.99849733975365,5.93680977480462
"2228",-2.773,-4.99090840318869,5.93542537235176
"2229",-2.772,-4.98331946662372,5.93403574018101
"2230",-2.771,-4.97573053005876,5.93264088193608
"2231",-2.77,-4.9681415934938,5.93124080126067
"2232",-2.769,-4.96055265692884,5.92983550179849
"2233",-2.768,-4.95296372036388,5.92842498719325
"2234",-2.767,-4.94537478379891,5.92700926108864
"2235",-2.766,-4.93778584723396,5.92558832712838
"2236",-2.765,-4.930196910669,5.92416218895617
"2237",-2.764,-4.92260797410403,5.92273085021571
"2238",-2.763,-4.91501903753907,5.9212943145507
"2239",-2.762,-4.90743010097411,5.91985258560487
"2240",-2.761,-4.89984116440915,5.91840566702189
"2241",-2.76,-4.89225222784419,5.91695356244549
"2242",-2.759,-4.88466329127922,5.91549627551937
"2243",-2.758,-4.87707435471426,5.91403380988724
"2244",-2.757,-4.86948541814931,5.91256616919279
"2245",-2.756,-4.86189648158434,5.91109335707973
"2246",-2.755,-4.85430754501938,5.90961537719178
"2247",-2.754,-4.84671860845442,5.90813223317263
"2248",-2.753,-4.83912967188946,5.90664392866598
"2249",-2.752,-4.8315407353245,5.90515046731555
"2250",-2.751,-4.82395179875953,5.90365185276504
"2251",-2.75,-4.81636286219457,5.90214808865814
"2252",-2.749,-4.80877392562961,5.90063917863858
"2253",-2.748,-4.80118498906465,5.89912512635004
"2254",-2.747,-4.79359605249969,5.89760593543625
"2255",-2.746,-4.78600711593473,5.89608160954091
"2256",-2.745,-4.77841817936977,5.89455215230771
"2257",-2.744,-4.7708292428048,5.89301756738036
"2258",-2.743,-4.76324030623984,5.89147785840256
"2259",-2.742,-4.75565136967488,5.88993302901804
"2260",-2.741,-4.74806243310992,5.88838308287048
"2261",-2.74,-4.74047349654496,5.88682802360359
"2262",-2.739,-4.73288455998,5.88526785486108
"2263",-2.738,-4.72529562341504,5.88370258028665
"2264",-2.737,-4.71770668685008,5.88213220352401
"2265",-2.736,-4.71011775028511,5.88055672821686
"2266",-2.735,-4.70252881372015,5.87897615800891
"2267",-2.734,-4.69493987715519,5.87739049654387
"2268",-2.733,-4.68735094059023,5.87579974746543
"2269",-2.732,-4.67976200402527,5.8742039144173
"2270",-2.731,-4.67217306746031,5.87260300104319
"2271",-2.73,-4.66458413089535,5.87099701098681
"2272",-2.729,-4.65699519433039,5.86938594789185
"2273",-2.728,-4.64940625776542,5.86776981540202
"2274",-2.727,-4.64181732120046,5.86614861716103
"2275",-2.726,-4.6342283846355,5.86452235681258
"2276",-2.725,-4.62663944807054,5.86289103800039
"2277",-2.724,-4.61905051150558,5.86125466436814
"2278",-2.723,-4.61146157494062,5.85961323955955
"2279",-2.722,-4.60387263837566,5.85796676721832
"2280",-2.721,-4.5962837018107,5.85631525098816
"2281",-2.72,-4.58869476524573,5.85465869451277
"2282",-2.719,-4.58110582868077,5.85299710143586
"2283",-2.718,-4.57351689211581,5.85133047540113
"2284",-2.717,-4.56592795555085,5.84965882005229
"2285",-2.716,-4.55833901898589,5.84798213903304
"2286",-2.715,-4.55075008242093,5.84630043598709
"2287",-2.714,-4.54316114585597,5.84461371455814
"2288",-2.713,-4.535572209291,5.84292197838989
"2289",-2.712,-4.52798327272604,5.84122523112606
"2290",-2.711,-4.52039433616108,5.83952347641035
"2291",-2.71,-4.51280539959612,5.83781671788645
"2292",-2.709,-4.50521646303116,5.83610495919809
"2293",-2.708,-4.4976275264662,5.83438820398895
"2294",-2.707,-4.49003858990124,5.83266645590276
"2295",-2.706,-4.48244965333627,5.8309397185832
"2296",-2.705,-4.47486071677131,5.82920799567399
"2297",-2.704,-4.46727178020635,5.82747129081883
"2298",-2.703,-4.45968284364139,5.82572960766143
"2299",-2.702,-4.45209390707643,5.8239829498455
"2300",-2.701,-4.44450497051147,5.82223132101472
"2301",-2.7,-4.43691603394651,5.82047472481282
"2302",-2.699,-4.42932709738155,5.8187131648835
"2303",-2.698,-4.42173816081658,5.81694664487046
"2304",-2.697,-4.41414922425162,5.8151751684174
"2305",-2.696,-4.40656028768666,5.81339873916804
"2306",-2.695,-4.3989713511217,5.81161736076607
"2307",-2.694,-4.39138241455674,5.80983103685521
"2308",-2.693,-4.38379347799178,5.80803977107915
"2309",-2.692,-4.37620454142682,5.8062435670816
"2310",-2.691,-4.36861560486185,5.80444242850627
"2311",-2.69,-4.36102666829689,5.80263635899686
"2312",-2.689,-4.35343773173193,5.80082536219707
"2313",-2.688,-4.34584879516697,5.79900944175062
"2314",-2.687,-4.33825985860201,5.79718860130121
"2315",-2.686,-4.33067092203705,5.79536284449253
"2316",-2.685,-4.32308198547209,5.7935321749683
"2317",-2.684,-4.31549304890713,5.79169659637222
"2318",-2.683,-4.30790411234216,5.78985611234801
"2319",-2.682,-4.3003151757772,5.78801072653935
"2320",-2.681,-4.29272623921224,5.78616044258995
"2321",-2.68,-4.28513730264728,5.78430526414353
"2322",-2.679,-4.27754836608232,5.78244519484378
"2323",-2.678,-4.26995942951736,5.78058023833442
"2324",-2.677,-4.2623704929524,5.77871039825913
"2325",-2.676,-4.25478155638744,5.77683567826164
"2326",-2.675,-4.24719261982247,5.77495608198566
"2327",-2.674,-4.23960368325751,5.77307161307486
"2328",-2.673,-4.23201474669255,5.77118227517298
"2329",-2.672,-4.22442581012759,5.76928807192371
"2330",-2.671,-4.21683687356263,5.76738900697074
"2331",-2.67,-4.20924793699767,5.7654850839578
"2332",-2.669,-4.20165900043271,5.76357630652859
"2333",-2.668,-4.19407006386775,5.76166267832681
"2334",-2.667,-4.18648112730278,5.75974420299616
"2335",-2.666,-4.17889219073782,5.75782088418036
"2336",-2.665,-4.17130325417286,5.7558927255231
"2337",-2.664,-4.1637143176079,5.75395973066809
"2338",-2.663,-4.15612538104294,5.75202190325904
"2339",-2.662,-4.14853644447798,5.75007924693964
"2340",-2.661,-4.14094750791302,5.74813176535362
"2341",-2.66,-4.13335857134805,5.74617946214467
"2342",-2.659,-4.12576963478309,5.74422234095648
"2343",-2.658,-4.11818069821813,5.74226040543278
"2344",-2.657,-4.11059176165317,5.74029365921726
"2345",-2.656,-4.10300282508821,5.73832210595364
"2346",-2.655,-4.09541388852325,5.73634574928561
"2347",-2.654,-4.08782495195829,5.73436459285688
"2348",-2.653,-4.08023601539333,5.73237864031116
"2349",-2.652,-4.07264707882836,5.73038789529215
"2350",-2.651,-4.0650581422634,5.72839236144355
"2351",-2.65,-4.05746920569844,5.72639204240907
"2352",-2.649,-4.04988026913348,5.72438694183242
"2353",-2.648,-4.04229133256852,5.7223770633573
"2354",-2.647,-4.03470239600356,5.72036241062741
"2355",-2.646,-4.0271134594386,5.71834298728647
"2356",-2.645,-4.01952452287363,5.71631879697817
"2357",-2.644,-4.01193558630867,5.71428984334622
"2358",-2.643,-4.00434664974371,5.71225613003432
"2359",-2.642,-3.99675771317875,5.71021766068618
"2360",-2.641,-3.98916877661379,5.70817443894551
"2361",-2.64,-3.98157984004883,5.70612646845601
"2362",-2.639,-3.97399090348387,5.70407375286139
"2363",-2.638,-3.96640196691891,5.70201629580534
"2364",-2.637,-3.95881303035394,5.69995410093158
"2365",-2.636,-3.95122409378898,5.69788717188381
"2366",-2.635,-3.94363515722402,5.69581551230573
"2367",-2.634,-3.93604622065906,5.69373912584106
"2368",-2.633,-3.9284572840941,5.69165801613348
"2369",-2.632,-3.92086834752914,5.68957218682672
"2370",-2.631,-3.91327941096418,5.68748164156448
"2371",-2.63,-3.90569047439921,5.68538638399045
"2372",-2.629,-3.89810153783425,5.68328641774835
"2373",-2.628,-3.89051260126929,5.68118174648187
"2374",-2.627,-3.88292366470433,5.67907237383474
"2375",-2.626,-3.87533472813937,5.67695830345063
"2376",-2.625,-3.86774579157441,5.67483953897328
"2377",-2.624,-3.86015685500945,5.67271608404637
"2378",-2.623,-3.85256791844449,5.67058794231363
"2379",-2.622,-3.84497898187952,5.66845511741873
"2380",-2.621,-3.83739004531456,5.66631761300541
"2381",-2.62,-3.8298011087496,5.66417543271735
"2382",-2.619,-3.82221217218464,5.66202858019827
"2383",-2.618,-3.81462323561968,5.65987705909187
"2384",-2.617,-3.80703429905472,5.65772087304185
"2385",-2.616,-3.79944536248976,5.65556002569192
"2386",-2.615,-3.79185642592479,5.65339452068579
"2387",-2.614,-3.78426748935983,5.65122436166715
"2388",-2.613,-3.77667855279487,5.64904955227972
"2389",-2.612,-3.76908961622991,5.64687009616721
"2390",-2.611,-3.76150067966495,5.64468599697329
"2391",-2.61,-3.75391174309999,5.64249725834171
"2392",-2.609,-3.74632280653503,5.64030388391614
"2393",-2.608,-3.73873386997007,5.63810587734031
"2394",-2.607,-3.7311449334051,5.63590324225791
"2395",-2.606,-3.72355599684014,5.63369598231265
"2396",-2.605,-3.71596706027518,5.63148410114822
"2397",-2.604,-3.70837812371022,5.62926760240836
"2398",-2.603,-3.70078918714526,5.62704648973675
"2399",-2.602,-3.6932002505803,5.62482076677709
"2400",-2.601,-3.68561131401534,5.6225904371731
"2401",-2.6,-3.67802237745038,5.62035550456848
"2402",-2.599,-3.67043344088541,5.61811597260693
"2403",-2.598,-3.66284450432045,5.61587184493216
"2404",-2.597,-3.65525556775549,5.61362312518787
"2405",-2.596,-3.64766663119053,5.61136981701777
"2406",-2.595,-3.64007769462557,5.60911192406557
"2407",-2.594,-3.63248875806061,5.60684944997496
"2408",-2.593,-3.62489982149565,5.60458239838966
"2409",-2.592,-3.61731088493068,5.60231077295337
"2410",-2.591,-3.60972194836572,5.60003457730979
"2411",-2.59,-3.60213301180076,5.59775381510263
"2412",-2.589,-3.5945440752358,5.5954684899756
"2413",-2.588,-3.58695513867084,5.59317860557239
"2414",-2.587,-3.57936620210588,5.59088416553671
"2415",-2.586,-3.57177726554092,5.58858517351228
"2416",-2.585,-3.56418832897596,5.58628163314278
"2417",-2.584,-3.55659939241099,5.58397354807194
"2418",-2.583,-3.54901045584603,5.58166092194345
"2419",-2.582,-3.54142151928107,5.57934375840102
"2420",-2.581,-3.53383258271611,5.57702206108836
"2421",-2.58,-3.52624364615115,5.57469583364915
"2422",-2.579,-3.51865470958618,5.57236507972713
"2423",-2.578,-3.51106577302123,5.57002980296597
"2424",-2.577,-3.50347683645627,5.56769000700941
"2425",-2.576,-3.4958878998913,5.56534569550113
"2426",-2.575,-3.48829896332634,5.56299687208485
"2427",-2.574,-3.48071002676138,5.56064354040427
"2428",-2.573,-3.47312109019642,5.55828570410309
"2429",-2.572,-3.46553215363146,5.55592336682501
"2430",-2.571,-3.45794321706649,5.55355653221375
"2431",-2.57,-3.45035428050153,5.55118520391301
"2432",-2.569,-3.44276534393657,5.54880938556649
"2433",-2.568,-3.43517640737161,5.5464290808179
"2434",-2.567,-3.42758747080665,5.54404429331094
"2435",-2.566,-3.41999853424169,5.54165502668932
"2436",-2.565,-3.41240959767673,5.53926128459674
"2437",-2.564,-3.40482066111177,5.53686307067691
"2438",-2.563,-3.39723172454681,5.53446038857353
"2439",-2.562,-3.38964278798184,5.53205324193031
"2440",-2.561,-3.38205385141688,5.52964163439096
"2441",-2.56,-3.37446491485192,5.52722556959917
"2442",-2.559,-3.36687597828696,5.52480505119865
"2443",-2.558,-3.359287041722,5.52238008283311
"2444",-2.557,-3.35169810515704,5.51995066814626
"2445",-2.556,-3.34410916859208,5.51751681078179
"2446",-2.555,-3.33652023202712,5.51507851438342
"2447",-2.554,-3.32893129546215,5.51263578259484
"2448",-2.553,-3.32134235889719,5.51018861905977
"2449",-2.552,-3.31375342233223,5.5077370274219
"2450",-2.551,-3.30616448576727,5.50528101132495
"2451",-2.55,-3.29857554920231,5.50282057441261
"2452",-2.549,-3.29098661263735,5.5003557203286
"2453",-2.548,-3.28339767607239,5.49788645271661
"2454",-2.547,-3.27580873950743,5.49541277522036
"2455",-2.546,-3.26821980294246,5.49293469148354
"2456",-2.545,-3.2606308663775,5.49045220514987
"2457",-2.544,-3.25304192981254,5.48796531986304
"2458",-2.543,-3.24545299324758,5.48547403926676
"2459",-2.542,-3.23786405668262,5.48297836700475
"2460",-2.541,-3.23027512011766,5.48047830672069
"2461",-2.54,-3.2226861835527,5.4779738620583
"2462",-2.539,-3.21509724698774,5.47546503666129
"2463",-2.538,-3.20750831042277,5.47295183417335
"2464",-2.537,-3.19991937385781,5.4704342582382
"2465",-2.536,-3.19233043729285,5.46791231249953
"2466",-2.535,-3.18474150072789,5.46538600060105
"2467",-2.534,-3.17715256416292,5.46285532618647
"2468",-2.533,-3.16956362759797,5.46032029289949
"2469",-2.532,-3.16197469103301,5.45778090438382
"2470",-2.531,-3.15438575446804,5.45523716428317
"2471",-2.53,-3.14679681790308,5.45268907624122
"2472",-2.529,-3.13920788133812,5.45013664390171
"2473",-2.528,-3.13161894477316,5.44757987090831
"2474",-2.527,-3.1240300082082,5.44501876090475
"2475",-2.526,-3.11644107164323,5.44245331753473
"2476",-2.525,-3.10885213507827,5.43988354444195
"2477",-2.524,-3.10126319851332,5.43730944527011
"2478",-2.523,-3.09367426194835,5.43473102366293
"2479",-2.522,-3.08608532538339,5.4321482832641
"2480",-2.521,-3.07849638881843,5.42956122771734
"2481",-2.52,-3.07090745225347,5.42696986066634
"2482",-2.519,-3.06331851568851,5.42437418575482
"2483",-2.518,-3.05572957912354,5.42177420662647
"2484",-2.517,-3.04814064255858,5.419169926925
"2485",-2.516,-3.04055170599362,5.41656135029412
"2486",-2.515,-3.03296276942866,5.41394848037753
"2487",-2.514,-3.0253738328637,5.41133132081894
"2488",-2.513,-3.01778489629874,5.40870987526204
"2489",-2.512,-3.01019595973378,5.40608414735056
"2490",-2.511,-3.00260702316882,5.40345414072819
"2491",-2.51,-2.99501808660385,5.40081985903863
"2492",-2.509,-2.98742915003889,5.3981813059256
"2493",-2.508,-2.97984021347393,5.39553848503279
"2494",-2.507,-2.97225127690897,5.39289140000391
"2495",-2.506,-2.96466234034401,5.39024005448267
"2496",-2.505,-2.95707340377905,5.38758445211277
"2497",-2.504,-2.94948446721409,5.38492459653791
"2498",-2.503,-2.94189553064913,5.38226049140181
"2499",-2.502,-2.93430659408416,5.37959214034816
"2500",-2.501,-2.9267176575192,5.37691954702068
"2501",-2.5,-2.91912872095424,5.37424271506306
"2502",-2.499,-2.91153978438928,5.37156164811901
"2503",-2.498,-2.90395084782432,5.36887634983224
"2504",-2.497,-2.89636191125936,5.36618682384645
"2505",-2.496,-2.8887729746944,5.36349307380535
"2506",-2.495,-2.88118403812944,5.36079510335264
"2507",-2.494,-2.87359510156447,5.35809291613202
"2508",-2.493,-2.86600616499951,5.3553865157872
"2509",-2.492,-2.85841722843455,5.35267590596189
"2510",-2.491,-2.85082829186959,5.34996109029979
"2511",-2.49,-2.84323935530463,5.34724207244461
"2512",-2.489,-2.83565041873966,5.34451885604005
"2513",-2.488,-2.82806148217471,5.34179144472981
"2514",-2.487,-2.82047254560975,5.3390598421576
"2515",-2.486,-2.81288360904478,5.33632405196713
"2516",-2.485,-2.80529467247982,5.33358407780211
"2517",-2.484,-2.79770573591486,5.33083992330622
"2518",-2.483,-2.7901167993499,5.32809159212319
"2519",-2.482,-2.78252786278494,5.32533908789671
"2520",-2.481,-2.77493892621997,5.32258241427049
"2521",-2.48,-2.76734998965501,5.31982157488824
"2522",-2.479,-2.75976105309006,5.31705657339367
"2523",-2.478,-2.75217211652509,5.31428741343046
"2524",-2.477,-2.74458317996013,5.31151409864234
"2525",-2.476,-2.73699424339517,5.308736632673
"2526",-2.475,-2.72940530683021,5.30595501916615
"2527",-2.474,-2.72181637026524,5.3031692617655
"2528",-2.473,-2.71422743370028,5.30037936411474
"2529",-2.472,-2.70663849713532,5.2975853298576
"2530",-2.471,-2.69904956057036,5.29478716263776
"2531",-2.47,-2.6914606240054,5.29198486609894
"2532",-2.469,-2.68387168744044,5.28917844388484
"2533",-2.468,-2.67628275087548,5.28636789963917
"2534",-2.467,-2.66869381431052,5.28355323700563
"2535",-2.466,-2.66110487774555,5.28073445962791
"2536",-2.465,-2.65351594118059,5.27791157114974
"2537",-2.464,-2.64592700461563,5.27508457521482
"2538",-2.463,-2.63833806805067,5.27225347546685
"2539",-2.462,-2.63074913148571,5.26941827554953
"2540",-2.461,-2.62316019492075,5.26657897910657
"2541",-2.46,-2.61557125835579,5.26373558978168
"2542",-2.459,-2.60798232179083,5.26088811121855
"2543",-2.458,-2.60039338522586,5.2580365470609
"2544",-2.457,-2.5928044486609,5.25518090095243
"2545",-2.456,-2.58521551209594,5.25232117653685
"2546",-2.455,-2.57762657553098,5.24945737745786
"2547",-2.454,-2.57003763896602,5.24658950735916
"2548",-2.453,-2.56244870240106,5.24371756988446
"2549",-2.452,-2.5548597658361,5.24084156867747
"2550",-2.451,-2.54727082927114,5.23796150738188
"2551",-2.45,-2.53968189270617,5.23507738964141
"2552",-2.449,-2.53209295614121,5.23218921909976
"2553",-2.448,-2.52450401957625,5.22929699940064
"2554",-2.447,-2.51691508301129,5.22640073418774
"2555",-2.446,-2.50932614644633,5.22350042710478
"2556",-2.445,-2.50173720988137,5.22059608179546
"2557",-2.444,-2.49414827331641,5.21768770190349
"2558",-2.443,-2.48655933675145,5.21477529107256
"2559",-2.442,-2.47897040018648,5.21185885294639
"2560",-2.441,-2.47138146362152,5.20893839116868
"2561",-2.44,-2.46379252705656,5.20601390938313
"2562",-2.439,-2.4562035904916,5.20308541123345
"2563",-2.438,-2.44861465392664,5.20015290036335
"2564",-2.437,-2.44102571736168,5.19721638041652
"2565",-2.436,-2.43343678079671,5.19427585503668
"2566",-2.435,-2.42584784423175,5.19133132786753
"2567",-2.434,-2.4182589076668,5.18838280255278
"2568",-2.433,-2.41066997110183,5.18543028273612
"2569",-2.432,-2.40308103453687,5.18247377206127
"2570",-2.431,-2.39549209797191,5.17951327417193
"2571",-2.43,-2.38790316140695,5.1765487927118
"2572",-2.429,-2.38031422484199,5.17358033132459
"2573",-2.428,-2.37272528827702,5.170607893654
"2574",-2.427,-2.36513635171206,5.16763148334375
"2575",-2.426,-2.3575474151471,5.16465110403753
"2576",-2.425,-2.34995847858214,5.16166675937905
"2577",-2.424,-2.34236954201718,5.158678453012
"2578",-2.423,-2.33478060545222,5.15568618858012
"2579",-2.422,-2.32719166888726,5.15268996972708
"2580",-2.421,-2.31960273232229,5.1496898000966
"2581",-2.42,-2.31201379575733,5.14668568333239
"2582",-2.419,-2.30442485919237,5.14367762307815
"2583",-2.418,-2.29683592262741,5.14066562297758
"2584",-2.417,-2.28924698606245,5.13764968667439
"2585",-2.416,-2.28165804949749,5.13462981781228
"2586",-2.415,-2.27406911293253,5.13160602003496
"2587",-2.414,-2.26648017636757,5.12857829698614
"2588",-2.413,-2.2588912398026,5.12554665230952
"2589",-2.412,-2.25130230323764,5.1225110896488
"2590",-2.411,-2.24371336667268,5.11947161264768
"2591",-2.41,-2.23612443010772,5.11642822494988
"2592",-2.409,-2.22853549354276,5.1133809301991
"2593",-2.408,-2.2209465569778,5.11032973203904
"2594",-2.407,-2.21335762041284,5.10727463411342
"2595",-2.406,-2.20576868384788,5.10421564006593
"2596",-2.405,-2.19817974728291,5.10115275354027
"2597",-2.404,-2.19059081071795,5.09808597818016
"2598",-2.403,-2.18300187415299,5.09501531762929
"2599",-2.402,-2.17541293758803,5.09194077553138
"2600",-2.401,-2.16782400102307,5.08886235553013
"2601",-2.4,-2.16023506445811,5.08578006126924
"2602",-2.399,-2.15264612789315,5.08269389639243
"2603",-2.398,-2.14505719132819,5.07960386454338
"2604",-2.397,-2.13746825476322,5.07650996936581
"2605",-2.396,-2.12987931819826,5.07341221450343
"2606",-2.395,-2.1222903816333,5.07031060359993
"2607",-2.394,-2.11470144506834,5.06720514029903
"2608",-2.393,-2.10711250850338,5.06409582824442
"2609",-2.392,-2.09952357193842,5.06098267107982
"2610",-2.391,-2.09193463537346,5.05786567244893
"2611",-2.39,-2.0843456988085,5.05474483599545
"2612",-2.389,-2.07675676224353,5.05162016536309
"2613",-2.388,-2.06916782567857,5.04849166419555
"2614",-2.387,-2.06157888911361,5.04535933613654
"2615",-2.386,-2.05398995254865,5.04222318482976
"2616",-2.385,-2.04640101598369,5.03908321391892
"2617",-2.384,-2.03881207941873,5.03593942704772
"2618",-2.383,-2.03122314285377,5.03279182785987
"2619",-2.382,-2.0236342062888,5.02964041999908
"2620",-2.381,-2.01604526972384,5.02648520710904
"2621",-2.38,-2.00845633315888,5.02332619283347
"2622",-2.379,-2.00086739659392,5.02016338081606
"2623",-2.378,-1.99327846002896,5.01699677470053
"2624",-2.377,-1.985689523464,5.01382637813057
"2625",-2.376,-1.97810058689904,5.01065219474989
"2626",-2.375,-1.97051165033407,5.00747422820221
"2627",-2.374,-1.96292271376911,5.00429248213122
"2628",-2.373,-1.95533377720415,5.00110696018062
"2629",-2.372,-1.94774484063919,4.99791766599413
"2630",-2.371,-1.94015590407423,4.99472460321545
"2631",-2.37,-1.93256696750927,4.99152777548827
"2632",-2.369,-1.92497803094431,4.98832718645632
"2633",-2.368,-1.91738909437935,4.98512283976329
"2634",-2.367,-1.90980015781438,4.98191473905288
"2635",-2.366,-1.90221122124942,4.97870288796881
"2636",-2.365,-1.89462228468446,4.97548729015477
"2637",-2.364,-1.8870333481195,4.97226794925448
"2638",-2.363,-1.87944441155454,4.96904486891164
"2639",-2.362,-1.87185547498958,4.96581805276995
"2640",-2.361,-1.86426653842462,4.96258750447311
"2641",-2.36,-1.85667760185965,4.95935322766484
"2642",-2.359,-1.84908866529469,4.95611522598883
"2643",-2.358,-1.84149972872973,4.9528735030888
"2644",-2.357,-1.83391079216477,4.94962806260844
"2645",-2.356,-1.82632185559981,4.94637890819147
"2646",-2.355,-1.81873291903485,4.94312604348159
"2647",-2.354,-1.81114398246989,4.93986947212249
"2648",-2.353,-1.80355504590493,4.9366091977579
